ID	Cy5	Cy3	Ratio	Sum	LogRat
YLR351C	4503	12229	0.37	16649	-1.45
YLR355C	21200	8892	2.39	30008	1.26
YMR044W	2481	4401	0.56	6797	-0.83
YMR047C	1323	2121	0.62	3357	-0.69
YMR051C	31892	24088	1.33	55893	0.41
YMR066W	2300	3994	0.57	6208	-0.8
YMR070W	1551	2143	0.72	3609	-0.47
YMR074C	8030	15949	0.5	23894	-0.99
YMR088C	2473	27060	0.09	29446	-3.47
YMR092C	3709	9295	0.4	12917	-1.33
YMR096W	2382	5046	0.47	7342	-1.09
YMR112C	2833	5555	0.51	8303	-0.98
YMR116C	29945	9611	3.13	39471	1.64
YMR119W-A	1669	2968	0.56	4553	-0.84
YNL082W	957	1488	0.64	2360	-0.65
YNL086W	631	1360	0.45	1907	-1.14
YNL090W	3357	5406	0.62	8682	-0.69
YNL106C	421	813	0.5	1150	-1
YNL110C	7766	4392	1.78	12073	0.83
YNL114C	121	149	0.83	183	-0.27
YNL130C	3723	7087	0.52	10723	-0.93
YNL134C	3311	18309	0.18	21534	-2.48
YNL138W	4894	10382	0.47	15190	-1.09
YNL154C	3057	3592	0.85	6563	-0.23
YNL158W	1444	2853	0.5	4210	-1
YNL162W	40128	13357	3.01	53398	1.59
YOL046C	233	223	1.12	369	0.16
YOL050C	459	784	0.57	1157	-0.8
YOL053W	1346	3778	0.35	5039	-1.51
YOL069W	1081	2193	0.49	3189	-1.04
YOL073C	971	1858	0.52	2745	-0.96
YOL077W-A	6314	13540	0.47	19770	-1.1
YOL093W	2293	1668	1.39	3878	0.48
YOL097C	6055	4603	1.32	10575	0.4
YOL101C	655	1158	0.56	1727	-0.84
YOL115W	1303	1342	0.98	2559	-0.03
YOL119C	2294	9714	0.23	11922	-2.1
YOL123W	12589	6109	2.07	18612	1.05
YOR256C	1342	2491	0.53	3747	-0.9
YOR260W	2491	2462	1.02	4867	0.02
YOR264W	2680	4048	0.66	6642	-0.6
YOR280C	1139	2435	0.46	3487	-1.12
YOR284W	162	281	0.53	356	-0.9
YOR288C	1774	3963	0.44	5651	-1.17
YOR303W	6286	9052	0.69	15252	-0.53
YOR306C	3465	2721	1.28	6101	0.36
YOR310C	6860	1985	3.52	8762	1.82
YOR326W	4858	7458	0.65	12233	-0.62
YOR330C	1218	2425	0.5	3558	-1.01
YOR334W	1039	1346	0.77	2300	-0.37
YPL240C	13968	33781	0.41	47662	-1.28
YPL244C	2770	3824	0.72	6508	-0.47
YPL248C	109	239	0.38	262	-1.4
YPL261C	117	275	0.35	305	-1.52
YPL265W	4833	47093	0.1	51839	-3.29
YPL269W	712	1793	0.39	2419	-1.37
YPR002C-A	555	1687	0.32	2156	-1.66
YPR005C	419	1056	0.38	1388	-1.4
YPR009W	1141	1354	0.85	2408	-0.24
YPR025C	1802	2666	0.67	4382	-0.57
YPR029C	1941	3598	0.54	5454	-0.9
YPR033C	7207	8111	0.89	15233	-0.17
EMPTY	45	59	0.75	21	-0.42
EMPTY	64	78	0.9	57	-0.15
EMPTY	37	56	0	8	0
EMPTY	44	51	2	12	1
EMPTY	42	57	0.63	13	-0.68
EMPTY	55	61	1.5	30	0.58
EMPTY	49	70	0.57	33	-0.81
EMPTY	50	63	0.93	27	-0.11
EMPTY	43	60	0.5	18	-1
EMPTY	61	98	0.49	73	-1.03
EMPTY	59	68	1.1	42	0.14
EMPTY	60	62	1.64	37	0.72
EMPTY	59	64	1.47	37	0.55
EMPTY	52	59	1.36	26	0.45
EMPTY	46	54	1.5	15	0.58
EMPTY	41	47	-2	2	0
EMPTY	44	56	0.78	16	-0.36
EMPTY	57	66	1.18	37	0.23
EMPTY	41	47	-5	4	0
EMPTY	43	55	1	14	0
EMPTY	44	58	0.78	16	-0.36
EMPTY	51	66	0.82	31	-0.28
EMPTY	58	74	0.84	46	-0.25
EMPTY	42	54	1	10	0
EMPTY	37	50	0	1	0
EMPTY	37	49	0	1	0
EMPTY	37	50	0	1	0
EMPTY	37	50	0	1	0
EMPTY	36	51	-0.5	1	0
EMPTY	38	49	2	3	1
EMPTY	36	47	0	-1	0
EMPTY	38	47	-2	1	0
YFL039C	9168	15379	0.6	24466	-0.75
YLL026W	1709	7114	0.24	8740	-2.08
YBR181C	31919	10605	3.02	42442	1.59
YFL039C	14666	22795	0.64	37380	-0.64
YLL026W	2386	6712	0.35	9017	-1.5
YBR181C	23246	8280	2.82	31445	1.49
YFL039C	10347	17244	0.6	27509	-0.74
YLL026W	1560	4777	0.32	6255	-1.63
YBR181C	23290	8584	2.72	31792	1.45
YFL039C	11787	19454	0.61	31160	-0.72
YLL026W	1128	4638	0.24	5686	-2.07
YBR181C	17978	7417	2.43	25315	1.28
Q0010	61	85	0.66	68	-0.6
Q0050	103	170	0.55	195	-0.87
Q0070	50	76	0.5	48	-1
Q0250	132	206	0.6	260	-0.73
YAL001C	779	1455	0.53	2152	-0.92
YAL005C	15534	30568	0.51	46019	-0.98
YAL022C	1320	2363	0.55	3602	-0.85
YAL026C	1317	2087	0.63	3324	-0.67
YAL030W	1479	3433	0.43	4831	-1.23
YAL043C-A	92	164	0.47	175	-1.09
YAL047C	488	941	0.5	1348	-0.99
YAL053W	1691	3288	0.51	4898	-0.97
YBR127C	9004	12673	0.71	21596	-0.49
YBR131W	383	535	0.71	838	-0.49
YBR135W	693	824	0.84	1437	-0.24
YBR151W	2196	4918	0.44	7034	-1.17
YBR155W	729	562	1.34	1213	0.42
YBR159W	3010	4913	0.61	7845	-0.71
YBR174C	76	111	0.63	109	-0.67
YBR178W	121	221	0.49	264	-1.02
YBR182C	343	553	0.6	815	-0.73
YBR198C	568	815	0.69	1302	-0.53
YBR202W	750	1094	0.68	1764	-0.55
YBR206W	2652	3905	0.68	6477	-0.56
YDL034W	116	252	0.39	288	-1.35
YDL038C	550	224	2.87	693	1.52
YDL042C	319	380	0.84	618	-0.24
YDL057W	252	801	0.29	973	-1.8
YDL061C	18109	5264	3.46	23292	1.79
YDL065C	2238	3010	0.74	5167	-0.43
YDL081C	27039	7075	3.84	34034	1.94
YDL085W	152	340	0.4	412	-1.33
YDL089W	777	1294	0.59	1991	-0.75
YDL105W	355	585	0.59	861	-0.75
YDL109C	179	278	0.62	379	-0.69
YDL113C	638	1528	0.41	2088	-1.3
YDR161W	1304	1086	1.22	2309	0.28
YDR165W	2013	657	3.24	2588	1.69
YDR169C	570	1022	0.55	1512	-0.87
YDR183W	798	1425	0.55	2143	-0.85
YDR187C	246	537	0.43	703	-1.22
YDR191W	446	731	0.6	1096	-0.74
YDR207C	443	675	0.65	1037	-0.63
YDR210W-A	5344	8363	0.64	13626	-0.65
YDR211W	2031	2099	0.97	4049	-0.04
YDR227W	748	1189	0.62	1856	-0.68
YDR231C	1175	3149	0.37	4244	-1.45
YDR235W	905	1574	0.57	2399	-0.81
YDR528W	590	663	0.9	1173	-0.16
YDR532C	610	626	0.99	1157	-0.01
YDR536W	126	221	0.52	268	-0.94
YEL007W	1400	1245	1.14	2566	0.19
YEL011W	542	3493	0.15	3954	-2.77
YEL015W	1488	1993	0.75	3399	-0.42
YEL029C	606	885	0.68	1410	-0.56
YEL033W	130	216	0.56	266	-0.85
YEL037C	1211	1612	0.75	2743	-0.41
YEL053C	694	795	0.88	1409	-0.19
YEL057C	188	412	0.42	518	-1.27
YEL060C	1156	5028	0.22	6103	-2.15
YFR006W	2014	4739	0.42	6672	-1.25
YFR010W	2019	3595	0.56	5533	-0.84
YFR014C	1084	2257	0.47	3259	-1.08
YFR029W	304	668	0.43	891	-1.21
YFR032C	76	147	0.41	142	-1.3
YFR035C	1047	1365	0.77	2333	-0.38
YFR051C	927	1487	0.62	2335	-0.69
YFR055W	1263	10946	0.11	12129	-3.15
YGL002W	2534	4991	0.51	7444	-0.99
YGL018C	822	1448	0.56	2190	-0.83
YGL022W	2607	3651	0.71	6177	-0.49
YGL026C	3530	3866	0.91	7314	-0.13
YGR062C	570	1222	0.45	1711	-1.14
YGR066C	264	900	0.27	1083	-1.91
YGR070W	405	1108	0.35	1431	-1.53
YGR086C	8379	16885	0.5	25183	-1.01
YGR090W	2120	1646	1.3	3685	0.38
YGR094W	4940	4842	1.02	9700	0.03
YGR109W-A	135	198	0.65	251	-0.62
YGR112W	583	1375	0.41	1877	-1.28
YGR116W	1543	2489	0.62	3951	-0.7
YGR131W	460	891	0.5	1270	-0.99
YGR135W	6410	13004	0.49	19333	-1.02
YGR139W	157	362	0.39	438	-1.37
YHR084W	794	736	1.1	1448	0.14
YHR088W	1622	1336	1.23	2876	0.3
YHR092C	7114	11026	0.64	18058	-0.63
YHR108W	1686	3129	0.54	4733	-0.9
YHR112C	1583	4361	0.36	5862	-1.48
YHR116W	1139	2383	0.47	3441	-1.08
YHR132C	2213	4040	0.55	6172	-0.87
YHR135C	2375	3632	0.65	5924	-0.62
YHR139C	160	378	0.38	457	-1.41
YHR153C	460	862	0.52	1241	-0.94
YHR157W	243	449	0.52	611	-0.95
YHR161C	1484	3797	0.39	5200	-1.37
YJL019W	604	876	0.69	1399	-0.54
YJL023C	811	1491	0.54	2221	-0.9
YJL027C	47	60	0.93	27	-0.11
YJL044C	1404	2373	0.59	3697	-0.76
YJL048C	1062	3069	0.34	4049	-1.56
YJL052W	6564	11107	0.59	17589	-0.76
YJL068C	1174	2869	0.4	3961	-1.31
YJL072C	1347	1270	1.07	2535	0.1
YJL076W	1133	1168	0.98	2219	-0.03
YJL092W	733	1191	0.61	1841	-0.71
YJL096W	2427	4199	0.58	6544	-0.8
YJL100W	288	518	0.54	723	-0.9
YKL015W	1188	1736	0.68	2843	-0.55
YKL019W	1212	2308	0.52	3439	-0.94
YKL023W	1004	2263	0.44	3186	-1.19
YKL038W	376	740	0.49	1035	-1.03
YKL042W	645	1166	0.54	1730	-0.88
YKL046C	3574	5863	0.61	9356	-0.72
YKL061W	2072	4109	0.5	6100	-1
YKL065C	5235	13022	0.4	18175	-1.32
YKL069W	1747	4508	0.38	6173	-1.38
YKL085W	2868	7914	0.36	10701	-1.47
YKL089W	705	1211	0.58	1835	-0.8
YKL093W	155	358	0.39	431	-1.37
YLL063C	287	623	0.44	828	-1.2
YLL067C	10175	13606	0.75	23698	-0.42
YLR004C	200	413	0.45	530	-1.16
YLR020C	1594	2223	0.72	3734	-0.48
YLR024C	468	945	0.48	1331	-1.05
YLR028C	5907	10672	0.55	16497	-0.86
YLR043C	20715	32209	0.64	52841	-0.64
YLR047C	1074	2207	0.48	3198	-1.06
YLR051C	2295	1865	1.24	4078	0.31
YLR067C	766	931	0.83	1615	-0.27
YLR071C	1041	1488	0.7	2447	-0.52
YLR075W	17341	4720	3.7	21978	1.89
YLR371W	1765	2301	0.77	3982	-0.38
YLR375W	2550	4592	0.55	7059	-0.85
YLR379W	211	378	0.53	506	-0.92
YLR395C	4072	8196	0.5	12185	-1.01
YLR399C	3567	4935	0.72	8419	-0.47
YLR403W	1305	2047	0.63	3269	-0.66
YLR417W	862	1568	0.54	2347	-0.88
YLR421C	6451	11516	0.56	17884	-0.84
YLR425W	924	1601	0.57	2442	-0.81
YLR440C	1069	1378	0.78	2364	-0.37
YLR444C	124	210	0.54	251	-0.89
YLR448W	23139	8172	2.84	31228	1.51
YMR135C	1179	2506	0.47	3603	-1.1
YMR138W	933	1698	0.54	2549	-0.88
YMR142C	29624	10877	2.73	40418	1.45
YMR157C	1837	3348	0.55	5103	-0.87
YMR159C	759	2033	0.36	2709	-1.46
YMR163C	416	741	0.55	1074	-0.87
YMR177W	926	1284	0.72	2127	-0.47
YMR181C	2788	8123	0.34	10827	-1.55
YMR185W	916	539	1.79	1370	0.84
YMR199W	1361	2272	0.6	3549	-0.75
YMR203W	3492	6350	0.55	9758	-0.87
YMR207C	651	1100	0.58	1667	-0.77
YNL178W	33490	9887	3.4	43294	1.77
YNL182C	2516	1161	2.23	3594	1.15
YNL186W	1513	1034	1.5	2463	0.58
YNL202W	552	699	0.79	1168	-0.34
YNL206C	2250	2872	0.78	5040	-0.35
YNL210W	1071	1248	0.86	2237	-0.21
YNL226W	966	689	1.45	1572	0.54
YNL230C	1681	1602	1.06	3200	0.08
YNL234W	796	998	0.8	1711	-0.32
YNL250W	1006	1195	0.84	2118	-0.24
YNL254C	878	1178	0.74	1973	-0.43
YNL258C	1248	2194	0.56	3359	-0.82
YOL139C	19019	19916	0.96	38851	-0.07
YOL143C	8395	10877	0.77	19189	-0.37
YOL147C	2748	5174	0.53	7838	-0.92
YOL163W	611	1104	0.54	1631	-0.88
YOR001W	1646	1505	1.1	3068	0.14
YOR005C	512	931	0.54	1360	-0.89
YOR020C	19643	36559	0.54	56118	-0.9
YOR024W	1745	4335	0.4	5996	-1.33
YOR028C	949	1991	0.47	2857	-1.09
YOR044W	1213	2240	0.54	3371	-0.9
YOR048C	1941	2854	0.68	4712	-0.56
YOR052C	2901	9163	0.31	11981	-1.67
YOR348C	302	1626	0.17	1845	-2.57
YOR352W	841	2290	0.36	3048	-1.48
YOR356W	1473	2452	0.6	3842	-0.74
YOR372C	1703	2550	0.67	4169	-0.59
YOR376W	381	844	0.43	1142	-1.21
YOR380W	750	1530	0.48	2197	-1.05
YPL002C	1714	3703	0.46	5334	-1.12
YPL006W	1623	4410	0.36	5949	-1.46
YPL010W	7227	12577	0.57	19720	-0.8
YPL026C	2429	4661	0.52	7006	-0.95
YPL030W	1125	1677	0.67	2718	-0.58
YPL034W	1776	3411	0.52	5103	-0.95
YPR049C	815	1466	0.55	2197	-0.86
YPR053C	2592	3830	0.68	6338	-0.57
YPR057W	1783	3229	0.55	4929	-0.86
YPR073C	4596	10318	0.44	14831	-1.17
YPR077C	1103	2239	0.49	3259	-1.04
YPR081C	1216	2211	0.55	3343	-0.87
YPR097W	1664	2662	0.62	4243	-0.68
YPR101W	2185	3215	0.68	5315	-0.56
YPR105C	1590	2773	0.57	4279	-0.81
YPR121W	894	1580	0.56	2391	-0.84
YPR125W	1533	2236	0.68	3685	-0.55
YPR129W	2862	4307	0.66	7086	-0.59
YAL034C-B	409	675	0.59	1000	-0.75
YBL029C-A	2026	4646	0.43	6588	-1.21
YBR085C-A	6547	30985	0.21	37448	-2.25
YDR079C-A	3337	6658	0.5	9911	-1
YDR379C-A	3097	8912	0.35	11925	-1.53
YER053C-A	1071	3489	0.3	4476	-1.73
YKL165C-A	923	1376	0.67	2216	-0.58
YLR363W-A	2193	1761	1.26	3871	0.33
YML012C-A	362	583	0.61	862	-0.72
YOR008W-B	296	515	0.56	728	-0.85
YOR396W	4705	6425	0.73	11045	-0.45
YBR191W-A	1624	324	5.75	1863	2.52
EMPTY	36	49	0	1	0
EMPTY	37	49	1	2	0
EMPTY	36	49	0	1	0
EMPTY	35	47	1	-2	0
EMPTY	35	47	0	-1	0
EMPTY	34	47	1	-2	0
YCONTROLAF	39	96	0.11	49	-3.14
YCONTROL77	35	70	0	19	0
YCONTROL04	38	87	0.08	39	-3.58
YCONTROLAF	38	102	0.06	55	-4.12
YCONTROL77	41	99	0.12	55	-3.03
YCONTROL04	38	75	0.12	28	-3.06
YCONTROLAF	37	82	0.06	34	-4
YCONTROL77	44	92	0.21	51	-2.22
YCONTROL04	48	92	0.31	55	-1.69
YCONTROLAF	41	94	0.14	49	-2.84
YCONTROL77	39	79	0.14	33	-2.86
YCONTROL04	38	79	0.07	31	-3.86
YBL067C	873	1461	0.59	2248	-0.75
YBL071C	50	96	0.3	60	-1.72
YBL075C	436	726	0.59	1076	-0.76
YBL091C	1551	3370	0.46	4835	-1.13
YBL094C	70	151	0.36	135	-1.46
YBL098W	410	755	0.53	1079	-0.9
YBL112C	5422	7638	0.71	12973	-0.49
YBR003W	847	1825	0.46	2587	-1.13
YBR007C	348	768	0.44	1030	-1.2
YBR021W	543	433	1.33	891	0.41
YBR025C	4846	3606	1.35	8366	0.44
YBR029C	1391	1996	0.7	3302	-0.52
YCL031C	1756	1803	0.98	3473	-0.03
YCL035C	6878	17815	0.39	24606	-1.38
YCL039W	339	847	0.38	1099	-1.39
YCL056C	548	1027	0.52	1489	-0.93
YCL061C	548	952	0.57	1413	-0.82
YCL066W	293	497	0.57	702	-0.8
YCR009C	3170	7129	0.44	10211	-1.18
YCR013C	170	314	0.5	397	-0.99
YCR017C	1468	2662	0.55	4044	-0.86
YCR028C-A	4497	8959	0.5	13370	-1
YCR033W	478	845	0.56	1237	-0.84
YCR037C	837	1286	0.65	2036	-0.62
YDL235C	1832	2969	0.62	4715	-0.7
YDL239C	308	1139	0.25	1361	-1.99
YDL243C	1404	3003	0.46	4321	-1.11
YDR011W	5551	8037	0.69	13501	-0.53
YDR015C	70	143	0.37	126	-1.44
YDR019C	6314	10050	0.63	16277	-0.67
YDR034C-A	178	459	0.35	550	-1.52
YDR035W	3384	3443	0.99	6740	-0.02
YDR039C	1512	3512	0.43	4937	-1.23
YDR055W	3221	6357	0.51	9491	-0.99
YDR059C	780	2308	0.33	3000	-1.6
YDR063W	1449	4103	0.35	5464	-1.52
YDR352W	1546	3753	0.41	5213	-1.29
YDR356W	775	1630	0.47	2319	-1.09
YDR360W	82	171	0.4	167	-1.31
YDR373W	2611	5394	0.48	7918	-1.05
YDR377W	3355	7871	0.42	11139	-1.24
YDR381W	5706	9382	0.61	15001	-0.72
YDR397C	2859	3578	0.8	6350	-0.32
YDR401W	79	156	0.41	148	-1.29
YDR405W	366	682	0.52	961	-0.94
YDR421W	463	1243	0.36	1619	-1.48
YDR425W	429	1228	0.33	1570	-1.58
YDR429C	4493	3870	1.17	8276	0.22
YER094C	5857	12364	0.47	18134	-1.08
YER098W	404	917	0.42	1233	-1.24
YER102W	39878	15077	2.65	54867	1.41
YER119C	795	1519	0.52	2225	-0.95
YER122C	3180	4948	0.64	8043	-0.64
YER126C	1692	755	2.36	2361	1.24
YER140W	253	431	0.58	598	-0.79
YER144C	398	738	0.53	1049	-0.92
YER148W	2356	3096	0.76	5365	-0.39
YER163C	921	2169	0.42	3003	-1.26
YER167W	588	933	0.63	1434	-0.67
YER171W	816	826	1.01	1555	0.01
YGL150C	666	1159	0.57	1739	-0.81
YGL154C	476	937	0.5	1327	-1.01
YGL158W	92	190	0.41	197	-1.3
YGL174W	469	959	0.48	1342	-1.07
YGL178W	1321	2013	0.65	3247	-0.61
YGL182C	78	164	0.37	155	-1.43
YGL198W	1317	3039	0.43	4268	-1.22
YGL202W	100	163	0.56	175	-0.83
YGL206C	2348	4681	0.5	6944	-1
YGL222C	283	687	0.39	884	-1.35
YGL226C-A	3789	6905	0.55	10607	-0.87
YGL229C	487	1018	0.47	1418	-1.1
YGR259C	169	341	0.46	423	-1.11
YGR263C	718	1449	0.49	2080	-1.03
YGR267C	3150	5992	0.52	9055	-0.93
YGR283C	313	208	1.77	435	0.82
YGR287C	169	350	0.45	432	-1.15
YGR291C	75	142	0.44	131	-1.19
YHL009W-B	797	1749	0.45	2461	-1.16
YHL013C	930	1130	0.83	1973	-0.27
YHL017W	456	756	0.6	1125	-0.75
YHL033C	30534	10941	2.8	41388	1.49
YHL037C	151	187	0.85	251	-0.24
YHL041W	52	116	0.25	81	-2.02
YIL061C	394	724	0.54	1032	-0.9
YIL065C	847	1852	0.45	2611	-1.15
YIL069C	35512	16165	2.2	51589	1.14
YIL085C	1332	1839	0.73	3083	-0.46
YIL089W	245	647	0.35	805	-1.5
YIL093C	1153	2171	0.53	3237	-0.92
YIL109C	1624	2795	0.58	4332	-0.79
YIL113W	327	1570	0.19	1810	-2.38
YIL117C	956	2173	0.43	3041	-1.21
YIL133C	25718	11249	2.29	36879	1.2
YIL137C	732	1222	0.59	1866	-0.75
YIL141W	78	140	0.47	131	-1.08
YJL225C	6844	8899	0.77	15656	-0.38
YJR004C	355	736	0.47	1004	-1.1
YJR008W	489	1940	0.24	2342	-2.06
YJR023C	313	952	0.31	1177	-1.7
YJR027W	35618	46477	0.77	82006	-0.38
YJR031C	720	1154	0.62	1785	-0.68
YJR047C	13373	16967	0.79	30251	-0.34
YJR051W	1247	2644	0.47	3803	-1.1
YJR055W	515	574	0.92	1001	-0.12
YJR071W	137	284	0.44	334	-1.19
YJR075W	2412	3381	0.71	5707	-0.49
YJR079W	117	278	0.36	309	-1.47
YKL216W	6289	1395	4.66	7596	2.22
YKL220C	345	515	0.67	772	-0.58
YKL224C	905	2058	0.43	2875	-1.21
YKR015C	59	116	0.35	88	-1.5
YKR019C	334	669	0.48	916	-1.05
YKR023W	1695	2613	0.65	4221	-0.63
YKR038C	1619	2391	0.68	3922	-0.56
YKR042W	19548	19804	0.99	39263	-0.02
YKR046C	1142	4002	0.28	5056	-1.83
YKR062W	1010	1902	0.53	2824	-0.92
YKR066C	1401	3146	0.44	4459	-1.18
YKR070W	1073	2090	0.51	3076	-0.97
YLR197W	6705	1972	3.47	8590	1.8
YLR201C	951	1813	0.52	2676	-0.94
YLR205C	404	1387	0.28	1705	-1.86
YLR221C	2639	2296	1.16	4848	0.21
YLR225C	783	1847	0.42	2542	-1.26
YLR227W-B	28862	36604	0.79	65377	-0.34
YLR243W	1193	1134	1.07	2239	0.1
YLR247C	788	1636	0.47	2336	-1.07
YLR251W	702	2836	0.24	3451	-2.06
YLR265C	1444	2188	0.66	3545	-0.6
YLR269C	96	185	0.45	194	-1.16
YLR273C	279	631	0.42	822	-1.26
YML097C	869	1254	0.7	2036	-0.52
YML100W-A	52	120	0.27	84	-1.87
YML103C	1885	2840	0.66	4637	-0.59
YML118W	121	426	0.23	460	-2.12
YML122C	103	196	0.47	212	-1.08
YML126C	3266	5112	0.64	8290	-0.65
YMR009W	1025	2106	0.48	3043	-1.05
YMR013C	1023	1245	0.83	2180	-0.27
YMR017W	134	232	0.54	278	-0.88
YMR032W	337	652	0.5	902	-1
YMR036C	538	1053	0.5	1504	-1
YMR040W	548	1717	0.31	2178	-1.7
YMR325W	1088	2637	0.41	3638	-1.3
YNL003C	942	1457	0.64	2312	-0.63
YNL007C	5197	13199	0.39	18309	-1.35
YNL023C	535	746	0.72	1194	-0.48
YNL027W	1484	3211	0.46	4607	-1.12
YNL031C	30910	42897	0.72	73718	-0.47
YNL047C	523	973	0.53	1408	-0.91
YNL051W	849	1597	0.53	2357	-0.93
YNL054W-A	33613	36902	0.91	70425	-0.13
YNL070W	3269	5721	0.57	8900	-0.81
YNL074C	1162	2344	0.49	3417	-1.02
YNL078W	464	653	0.71	1030	-0.49
YNR040W	754	1525	0.49	2191	-1.04
YNR044W	841	1512	0.55	2265	-0.86
YNR048W	538	825	0.65	1275	-0.62
YNR064C	136	229	0.56	277	-0.82
YNR068C	458	1524	0.29	1895	-1.8
YNR072W	137	223	0.59	273	-0.77
YOL011W	878	997	0.89	1786	-0.17
YOL014W	530	917	0.57	1360	-0.81
YOL018C	493	979	0.49	1385	-1.02
YOL034W	452	868	0.51	1233	-0.97
YOL038W	6484	13337	0.49	19733	-1.04
YOL042W	764	1287	0.59	1964	-0.76
YOR174W	1048	1682	0.62	2642	-0.69
YOR178C	115	327	0.29	353	-1.79
YOR182C	53388	22890	2.34	76188	1.22
YOR196C	1427	2173	0.66	3511	-0.61
YOR200W	78	142	0.47	132	-1.1
YOR204W	4028	3559	1.14	7499	0.19
YOR220W	1452	4467	0.32	5831	-1.64
YOR224C	3210	2226	1.46	5348	0.55
YOR228C	207	505	0.38	625	-1.41
YOR244W	1258	2183	0.57	3353	-0.8
YOR248W	6257	11062	0.57	17231	-0.82
YOR252W	1319	1309	1.02	2541	0.03
YPL157W	996	1136	0.89	2045	-0.17
YPL161C	816	1938	0.41	2667	-1.27
YPL165C	49	110	0.24	72	-2.05
YPL181W	1148	1974	0.58	3035	-0.79
YPL184C	1525	2851	0.53	4290	-0.91
YPL188W	428	564	0.77	904	-0.39
YPL204W	3021	4866	0.62	7799	-0.69
YPL208W	1100	2189	0.5	3201	-1.01
YPL212C	1330	1054	1.29	2295	0.37
YPL228W	1375	2545	0.54	3832	-0.9
YPL232W	2624	4558	0.57	7094	-0.8
YPL236C	686	1444	0.47	2042	-1.1
EMPTY	40	56	0.8	9	-0.32
EMPTY	40	53	2	6	1
EMPTY	40	54	1.33	7	0.42
EMPTY	40	56	0.8	9	-0.32
EMPTY	37	54	1.5	5	0.58
EMPTY	37	55	1	6	0
EMPTY	38	56	0.75	7	-0.42
EMPTY	38	54	1.5	5	0.58
EMPTY	37	53	2	3	1
EMPTY	38	55	1	6	0
EMPTY	37	56	0.4	7	-1.32
EMPTY	37	56	0.2	6	-2.32
EMPTY	39	56	0.75	7	-0.42
EMPTY	39	55	1	6	0
EMPTY	38	55	0.5	6	-1
EMPTY	38	55	1	6	0
EMPTY	39	55	1.33	7	0.42
EMPTY	39	56	0.6	8	-0.74
EMPTY	39	56	0.6	8	-0.74
EMPTY	42	57	1.17	13	0.22
EMPTY	38	56	0.8	9	-0.32
EMPTY	37	56	0.75	7	-0.42
EMPTY	37	56	0.5	6	-1
EMPTY	37	55	0.67	5	-0.58
EMPTY	36	52	1	2	0
EMPTY	35	50	0	-1	0
EMPTY	34	52	-2	-1	0
EMPTY	35	52	0	1	0
EMPTY	35	53	0	2	0
EMPTY	35	50	1	-2	0
EMPTY	36	49	0	-2	0
YCONTROLAF	40	96	0.09	50	-3.52
YCONTROL77	83	281	0.2	278	-2.3
YCONTROL04	43	100	0.14	57	-2.84
YCONTROLAF	44	73	0.33	32	-1.58
YCONTROL77	43	77	0.25	35	-2
YCONTROL04	40	74	0.16	29	-2.64
YCONTROLAF	41	72	0.22	28	-2.2
YCONTROL77	40	70	0.14	24	-2.81
YCONTROL04	55	150	0.19	120	-2.41
YCONTROLAF	42	92	0.14	49	-2.84
YCONTROL77	39	79	0.06	33	-3.95
YCONTROL04	44	88	0.18	46	-2.48
YAR018C	799	1094	0.73	1806	-0.45
YAR027W	1732	4063	0.42	5708	-1.24
YAR031W	658	1170	0.55	1741	-0.85
YAR071W	6603	2862	2.33	9378	1.22
YBL002W	28225	33755	0.84	61892	-0.26
YBL005W-A	30364	28965	1.05	59241	0.07
YBL020W	1825	2878	0.63	4616	-0.66
YBL024W	2651	1902	1.41	4467	0.5
YBL028C	4968	2926	1.71	7808	0.78
YBL044W	53	103	0.3	70	-1.75
YBL048W	284	889	0.3	1088	-1.76
YBL052C	1522	2292	0.66	3729	-0.59
YBR234C	2206	6217	0.35	8337	-1.51
YBR238C	552	398	1.48	864	0.56
YBR242W	1719	1965	0.88	3599	-0.19
YBR258C	1039	1897	0.54	2849	-0.88
YBR262C	4043	7679	0.52	11634	-0.93
YBR266C	51	95	0.29	58	-1.79
YBR282W	2949	6680	0.44	9540	-1.19
YBR286W	10695	21481	0.5	32087	-1.01
YBR290W	1518	2856	0.53	4286	-0.92
YCL004W	535	1136	0.46	1584	-1.12
YCL008C	259	386	0.66	558	-0.6
YCL012W	825	1127	0.73	1866	-0.45
YDL139C	542	1065	0.5	1521	-1
YDL143W	5197	6184	0.84	11295	-0.25
YDL147W	3433	6092	0.56	9439	-0.83
YDL163W	49	79	0.43	43	-1.21
YDL167C	2265	763	3.12	2941	1.64
YDL171C	2273	6549	0.34	8735	-1.54
YDL187C	172	251	0.67	336	-0.57
YDL191W	21148	9307	2.28	30367	1.19
YDL195W	2132	3190	0.67	5234	-0.58
YDL211C	460	733	0.62	1106	-0.69
YDL215C	2141	15812	0.13	17864	-2.91
YDL219W	2963	4988	0.59	7861	-0.75
YDR261C-D	7953	10588	0.75	18453	-0.41
YDR263C	108	166	0.62	188	-0.69
YDR267C	1439	2564	0.56	3917	-0.84
YDR283C	881	1702	0.51	2497	-0.97
YDR287W	830	2241	0.36	2985	-1.46
YDR291W	892	1457	0.61	2263	-0.72
YDR307W	1197	2448	0.48	3559	-1.05
YDR311W	976	1448	0.67	2338	-0.57
YDR315C	1102	3433	0.31	4448	-1.67
